Name,Style,Brewery,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,ABV,Min IBU,Max IBU,number_of_reviews
The Poet,Stout - Oatmeal,New Holland Brewing Company,11,89,7,49,55,5,0,3,12,7,112,3.843137,3.926916,3.852941,3.937611,4.0,5.2,20.0,40.0,561
The Raven Special Lager,Lager - Vienna,B.W. Beer Works USA,24,30,7,26,54,17,1,18,37,11,92,3.370968,3.387097,3.491935,3.532258,3.629032,5.25,15.0,30.0,62
The Reverend,Quadrupel (Quad),Avery Brewing Company,6,48,59,21,129,41,0,86,18,20,71,3.814033,3.831744,3.816076,3.856267,3.73297,10.0,25.0,50.0,734
The Saints Whisky Beer,Strong Ale - English,St. Peter's Brewery Co Ltd,12,41,59,26,25,13,5,11,24,65,51,3.5,3.375,3.0,3.625,3.375,4.8,40.0,60.0,4
The Sixth Glass Quadrupel Ale,Quadrupel (Quad),Boulevard Brewing Co.,10,44,51,14,112,44,0,81,8,29,57,4.012673,4.126728,3.996544,4.06106,3.975806,10.2,25.0,50.0,434
The Vermonster,Barleywine - American,Rock Art Brewery,34,41,29,86,50,28,0,34,114,9,83,3.923267,3.975248,3.861386,3.910891,3.816832,10.0,60.0,100.0,202
The Vixen Chocolate Chili BockBoston Beer Company (Samuel Adams),Bock - Traditional,Boston Beer Company (Samuel Adams),9,127,32,30,129,16,0,32,14,103,130,3.9,3.9,4.0,4.3,4.2,8.5,20.0,30.0,5
The Waldos' Special Ale,IPA - Imperial,Lagunitas Brewing Company,12,33,40,72,86,53,1,69,102,13,55,4.3,3.9,3.8,3.8,3.7,11.7,65.0,100.0,5
The Wise ESB,Bitter - English Extra Special / Strong Bitter (ESB),Elysian Brewing Company,24,63,10,105,74,34,1,37,140,12,126,3.80292,4.007299,3.948905,3.989051,4.047445,5.9,20.0,40.0,137
The Wright Pils,Pilsner - Bohemian / Czech,Great Lakes Brewing Company,66,41,7,81,30,17,2,18,128,11,76,3.636364,3.863636,4.079545,3.965909,4.181818,5.3,30.0,45.0,44
Theobroma,Chile Beer,Dogfish Head Brewery,7,70,21,35,74,31,0,27,9,59,84,3.616114,3.651659,3.740916,3.796998,3.695103,9.0,0.0,0.0,633
Third Stone Brown,Brown Ale - English,Empyrean Brewing Company,12,84,9,29,68,19,0,18,33,7,133,3.560345,3.672414,3.422414,3.637931,3.689655,5.3,15.0,25.0,58
Thirsty Trout Porter,Porter - Robust,Dark Horse Brewing Company,16,112,19,48,82,13,0,17,25,18,135,3.868421,4.0,3.736842,3.842105,3.868421,7.0,25.0,40.0,19
ThomasBrau,Low Alcohol Beer,Paulaner Brauerei GmbH & Co. KG,12,31,31,24,42,7,3,11,30,0,62,2.15625,2.96875,2.375,2.3125,2.5,0.5,10.0,20.0,16
Thoroughbred Gold,Mild Ale - English Pale,Daniel Thwaites Brewery PLC,6,15,5,15,12,9,0,9,16,2,18,3.3,3.6,3.4,3.4,3.6,4.0,15.0,25.0,5
Three Blind Mice,Altbier,Mother's Brewing Company,11,58,6,47,49,5,1,3,50,5,110,3.5,3.785714,3.642857,3.642857,3.642857,5.5,25.0,50.0,7
Three Feet Deep,Stout - Irish Dry,Furthermore Beer,33,73,7,46,34,13,0,4,22,61,87,3.766355,3.925234,3.630841,3.686916,3.705607,5.5,30.0,40.0,107
Three Philosophers,Quadrupel (Quad),Brewery Ommegang,20,36,50,15,103,44,1,98,10,6,61,4.093583,4.16637,4.068033,4.153001,3.989008,9.7,25.0,50.0,1683
Three Philosophers - Bourbon Barrel-Aged,Quadrupel (Quad),Brewery Ommegang,17,53,80,16,106,41,0,104,11,35,123,3.333333,4.0,3.333333,3.166667,3.333333,12.3,25.0,50.0,3
Thumbprint Apple Ale,Fruit and Field Beer,New Glarus Brewing Company,32,34,13,8,196,173,1,152,19,21,61,4.106349,3.77619,4.030159,4.171429,4.17619,4.0,5.0,45.0,315
Thunderstruck Coffee Porter,Porter - American,Highland Brewing,7,47,7,84,32,6,0,4,19,8,100,4.05,3.975,3.875,3.875,3.85,5.9,20.0,40.0,20
Thurn Und Taxis Roggen,Rye Beer - Roggenbier,Thurn Und Taxis Regensburg Gmbh Fürstliche Brauerei,27,47,7,15,41,28,2,32,16,40,86,3.95,3.925,3.9,4.05,3.95,5.3,10.0,20.0,20
Thwaites Smooth,Mild Ale - English Pale,Daniel Thwaites Brewery PLC,3,17,0,3,8,3,0,1,9,3,10,2.833333,3.666667,3.333333,3.166667,3.833333,3.4,15.0,25.0,3
Tiger Beer,Lager - European Pale,Asia Pacific Breweries Ltd.,30,40,7,24,49,15,6,17,53,9,81,2.654206,2.919003,2.875389,2.76947,3.038941,5.0,18.0,25.0,321
Tilquin Faro,Lambic - Faro,Gueuzerie Tilquin,0,2,1,2,19,18,0,16,3,0,2,3.25,3.0,3.25,3.25,3.0,4.8,0.0,10.0,2
Tilquin Jonge Lambic,Lambic - Traditional,Gueuzerie Tilquin,1,1,1,1,5,5,0,5,2,0,0,4.25,3.75,3.25,4.0,3.75,6.0,0.0,10.0,2
Tilted Smile Imperial Pilsner,Pilsner - Imperial,Uinta Brewing Company,18,46,59,54,71,33,0,31,64,8,66,3.442029,3.782609,3.630435,3.514493,3.536232,9.0,30.0,65.0,69
Tippy Toboggan,Rye Beer - Roggenbier,Vintage Brewing Company,5,7,2,9,6,4,0,1,9,8,17,4.0,3.5,3.333333,4.0,3.833333,6.9,10.0,20.0,3
Tire Bite Golden Ale,Blonde Ale - American,Flying Dog Brewery,28,34,8,29,31,25,1,19,49,5,54,2.831159,3.07971,3.085507,2.934783,3.225362,5.1,15.0,25.0,690
Titan IPA,IPA - American,Great Divide Brewing Company,20,46,9,78,46,54,0,69,105,6,61,4.063386,4.114961,4.052756,4.158268,4.142126,7.1,50.0,70.0,1270
Titanic Stout,Stout - English,Titanic Brewery,18,92,7,64,46,19,0,17,40,9,86,3.676471,4.235294,3.705882,3.970588,3.794118,4.5,20.0,40.0,17
Toasted Lager,Lager - American Amber / Red,Blue Point Brewing Company,14,30,3,24,38,4,0,10,28,6,66,3.381016,3.688503,3.553476,3.565508,3.719251,5.5,18.0,30.0,374
Tocobaga Red Ale,Red Ale - American Amber / Red,Cigar City Brewing,21,45,13,67,66,41,0,56,94,5,78,4.14,4.166667,4.106667,4.24,4.233333,7.4,25.0,45.0,75
Tongerlo 6 Dubbel Bruin,Brown Ale - Belgian Dark,Brouwerij Haacht NV,9,35,5,18,82,25,0,46,10,5,52,3.26087,3.826087,3.326087,3.347826,3.326087,6.5,15.0,25.0,23
Tongerlo Blond,Blonde Ale - Belgian,Brouwerij Haacht NV,15,38,16,27,75,44,5,43,37,34,62,3.5,3.7,3.3,3.3,3.433333,6.0,15.0,30.0,15
Tongue Buckler - Imperial Red Ale,Red Ale - Imperial,Ballast Point Brewing Company,17,48,30,68,70,51,1,67,92,7,96,3.918182,4.136364,3.968182,3.986364,3.818182,10.0,55.0,85.0,110
Too Cream Stout,Stout - Sweet / Milk,Dark Horse Brewing Company,20,126,13,83,79,15,2,16,30,21,132,3.935897,3.907051,3.834936,3.886218,3.891026,7.5,15.0,25.0,312
Tooheys Old,Mild Ale - English Dark,Tooheys Brewing,8,59,10,54,50,9,0,4,36,9,100,3.234694,3.5,3.285714,3.346939,3.622449,4.8,20.0,30.0,49
Topless Wytch,Porter - Baltic,Three Floyds Brewing Co. & Brewpub,4,92,15,59,60,9,0,17,31,9,114,3.90566,4.113208,4.04717,4.122642,3.990566,9.0,25.0,45.0,53
Torch Pilsner,Pilsner - Bohemian / Czech,Foothills Brewing Company,28,22,12,61,17,23,2,19,78,9,45,3.522727,3.693182,3.761364,3.761364,3.965909,5.3,30.0,45.0,44
Torpedo Extra IPA,IPA - American,Sierra Nevada Brewing Co.,10,44,11,57,31,37,0,43,107,6,38,4.019961,4.170527,4.029571,4.113849,4.104485,7.2,50.0,70.0,2029
Totally Naked,Lager - American,New Glarus Brewing Company,32,33,4,41,33,10,7,13,74,8,78,3.279018,3.642857,3.504464,3.410714,3.736607,4.25,30.0,45.0,224
Toxic Sludge,IPA - Black / Cascadian Dark Ale,Blue Point Brewing Company,22,64,20,120,59,17,4,22,147,5,109,3.785714,4.054945,3.862637,3.824176,3.862637,7.0,50.0,70.0,91
Trade Winds,Tripel,The Bruery,25,46,28,15,71,52,0,73,56,65,37,3.918367,4.073469,3.836735,3.936735,3.87551,8.1,20.0,40.0,245
Trader Joe's Bavarian Style Hefeweizen,Wheat Beer - Hefeweizen,Trader Joe's Brewing Company,7,20,24,6,27,27,0,52,8,25,41,3.754335,3.708092,3.468208,3.578035,3.710983,5.3,10.0,15.0,173
Trader Joe's Stockyard Oatmeal Stout,Stout - Oatmeal,Trader Joe's Brewing Company,8,81,6,58,51,2,0,8,24,3,148,3.824367,3.924051,3.743671,3.878165,3.939873,5.2,20.0,40.0,316
Trader Jose's Dark Lager,Lager - American Amber / Red,Trader Joe's Brewing Company,10,38,11,39,65,16,0,17,30,4,100,3.215517,3.586207,3.353448,3.318966,3.517241,5.3,18.0,30.0,58
Tradition,Lager - Munich Dunkel,Bayerische Staatsbrauerei Weihenstephan,17,54,3,38,70,19,0,27,40,1,113,3.72619,3.904762,3.678571,3.738095,3.833333,5.2,15.0,25.0,42
Traditional Ale,Brown Ale - English,Big Rock Brewery,7,43,5,22,65,11,0,7,26,3,96,3.240964,3.46988,3.385542,3.385542,3.554217,5.0,15.0,25.0,83
Trailhead,Lager - Vienna,Wellington County Brewery,27,41,6,44,48,19,3,20,63,1,71,2.94186,3.104651,3.023256,2.813953,3.093023,4.5,15.0,30.0,43
Trappist Achel 8° Blond,Tripel,Brouwerij der St. Benedictusabdij de Achelse,21,28,21,26,75,51,0,80,46,44,39,3.945869,4.119658,4.019943,4.066952,4.019943,8.0,20.0,40.0,351
Trappist Achel 8° Bruin,Dubbel,Brouwerij der St. Benedictusabdij de Achelse,17,36,29,20,97,44,0,70,19,24,53,4.030641,4.240947,4.022284,4.112813,4.10585,8.0,15.0,30.0,359
Trappist Westvleteren 12 (XII)Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),Quadrupel (Quad),Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),5,44,49,14,86,21,0,53,5,12,57,4.583333,4.454009,4.633255,4.718553,4.617925,10.2,25.0,50.0,1272
Trappist Westvleteren 8 (VIII)Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),Dubbel,Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),15,54,23,37,115,25,0,77,48,22,75,4.42645,4.415842,4.49505,4.553041,4.514144,8.0,15.0,30.0,707
Trappist Westvleteren BlondBrouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),Blonde Ale - Belgian,Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),33,46,10,44,40,55,0,70,57,32,46,4.161111,4.218056,4.245833,4.227778,4.372222,5.8,15.0,30.0,360
Trappistes Rochefort 10,Quadrupel (Quad),Brasserie de Rochefort,12,47,46,22,90,26,0,63,13,11,88,4.418664,4.344931,4.430876,4.543548,4.339401,11.3,25.0,50.0,2170
Trappistes Rochefort 6,Dubbel,Brasserie de Rochefort,15,50,17,25,114,36,0,83,32,24,82,4.074705,4.067497,4.008519,4.121232,4.136959,7.5,15.0,30.0,763
Trappistes Rochefort 8,Strong Ale - Belgian Dark,Brasserie de Rochefort,10,44,28,18,125,34,0,68,15,28,88,4.246316,4.237988,4.244715,4.36419,4.232543,9.2,25.0,50.0,1561
Traquair House Ale,Scotch Ale / Wee Heavy,Traquair House Brewery Lld,9,44,27,22,79,24,2,56,28,11,87,4.169159,4.037383,4.050467,4.243925,4.140187,7.2,25.0,35.0,535
Traquair Jacobite,Scotch Ale / Wee Heavy,Traquair House Brewery Lld,4,57,37,32,82,19,0,52,65,20,97,4.203463,3.933983,4.031385,4.222944,4.072511,8.0,25.0,35.0,462
Tres Blueberry Stout,Stout - American,Dark Horse Brewing Company,9,69,5,47,138,11,0,90,25,11,92,4.125536,4.083691,3.910944,4.026824,3.963519,7.5,35.0,60.0,466
Tri-Pepper PilsenerGreat Dane Pub & Brewing Company (Downtown),Chile Beer,Great Dane Pub & Brewing Company (Downtown),20,23,12,19,3,2,5,2,18,118,31,4.115385,4.076923,4.230769,4.153846,4.0,5.25,0.0,0.0,13
Trinity IPA,IPA - English,Trinity Brewhouse,30,42,8,106,42,44,4,51,172,8,82,3.598765,3.839506,3.574074,3.604938,3.660494,7.0,35.0,60.0,81
Triomphe Belgian IPA,IPA - Belgian,Brewery Vivant,7,11,9,55,24,41,0,41,73,6,17,3.892857,4.047619,3.869048,3.880952,3.869048,6.5,50.0,80.0,42
Tripel,Tripel,Brouwerij St. Bernardus NV,30,44,30,18,80,72,8,94,24,55,59,4.132948,4.163295,4.223988,4.301541,4.230732,8.0,20.0,40.0,1038
Tripel (White),Tripel,Bières de Chimay S.A.,15,40,25,38,62,43,1,57,59,25,33,4.019364,4.165284,4.058783,4.104426,4.052559,8.0,20.0,40.0,1446
Tripel Ale,Tripel,Allagash Brewing Company,20,45,29,23,73,57,1,78,46,58,47,4.090793,4.159847,4.119565,4.196292,4.128517,9.0,20.0,40.0,782
Tripel Horse,Tripel,River Horse Brewing Co.,5,35,26,9,67,30,0,54,12,45,34,4.0,3.5,3.75,3.75,3.75,10.0,20.0,40.0,2
Tripel Karmeliet,Tripel,Brouwerij Bosteels,18,42,18,17,52,36,1,66,26,23,46,4.14689,4.216746,4.148804,4.27799,4.2311,8.4,20.0,40.0,1045
Tripel Van De Garre,Tripel,Brouwerij Van Steenberge N.V.,13,54,22,19,91,45,4,80,56,50,55,4.214286,4.392857,4.267857,4.339286,4.339286,11.0,20.0,40.0,28
Triple,Strong Ale - English,W.H. Brakspear & Sons plc,17,63,48,51,119,54,0,66,55,16,106,3.931034,3.931034,3.758621,3.810345,3.801724,7.2,40.0,60.0,58
Triple,Tripel,Brasserie de l'Abbaye du Val-Dieu,10,36,22,11,89,52,0,77,17,32,40,3.952489,4.135747,4.058824,4.122172,4.124434,9.0,20.0,40.0,221
Triple Bag,Strong Ale - American,Long Trail Brewing Co.,7,50,52,54,94,24,0,34,67,14,99,3.737179,3.801282,3.820513,3.852564,3.769231,11.0,40.0,100.0,78
Triple Exultation,Old Ale,Eel River Brewing Co.,13,59,51,42,113,27,0,56,33,19,103,3.806452,3.912903,3.732258,3.8,3.667742,9.7,30.0,65.0,155
Trippel,Tripel,Green Flash Brewing Co.,22,68,41,37,140,100,2,140,68,56,61,3.708738,3.81068,3.677184,3.660194,3.645631,9.7,20.0,40.0,206
Trippel,Tripel,New Belgium Brewing,15,30,24,17,42,34,0,47,27,31,26,4.5,3.0,3.0,4.0,4.0,8.5,20.0,40.0,1
Troegenator,Bock - Doppelbock,Tröegs Brewing Company,11,63,17,16,117,25,0,38,15,10,93,3.77074,3.878363,3.847534,3.921525,3.904709,8.2,17.0,27.0,892
Trois Pistoles,Strong Ale - Belgian Dark,Unibroue,6,47,25,29,88,35,1,87,20,33,74,4.142281,4.125,4.083813,4.264113,4.113191,9.0,25.0,50.0,1736
Truck Stop Honey Brown Ale,Brown Ale - English,Back Forty Beer Co.,9,30,4,15,97,8,0,6,30,2,135,3.65625,3.46875,3.46875,3.5625,3.84375,6.0,15.0,25.0,16
True Blonde Ale,Blonde Ale - American,Ska Brewing Co.,27,38,6,31,57,42,1,42,44,7,84,3.276515,3.458333,3.462121,3.393939,3.568182,5.3,15.0,25.0,132
Trumer Pils,Pilsner - German,Trumer Brauerei Berkeley,26,25,8,37,28,21,2,25,53,7,36,3.670306,3.796943,3.80131,3.823144,4.093886,4.8,25.0,40.0,229
Tsarina Esra,Porter - Baltic,Brouwerij De Molen,19,110,31,51,96,18,0,57,14,25,127,3.916667,3.833333,3.708333,3.958333,3.916667,11.0,25.0,45.0,12
Tsingtao Beer,Lager - Light,"Tsingtao Brewery Co., Ltd.",15,16,5,19,14,8,1,12,23,1,30,2.0,2.0,3.0,2.5,2.5,4.0,8.0,12.0,1
Tsingtao Stout,Stout - Foreign / Export,"Tsingtao Brewery Co., Ltd.",6,34,11,38,22,7,3,10,17,10,47,3.285714,3.642857,3.214286,3.428571,3.642857,7.5,30.0,70.0,7
Tsunami Stout,Stout - Foreign / Export,Pelican Pub & Brewery,17,84,9,52,61,12,0,16,28,7,97,4.00463,4.277778,4.060185,4.162037,4.12963,7.0,30.0,70.0,108
Tuborg Classic,Lager - Vienna,Tuborgs Bryggerier A/S,15,10,8,25,10,2,1,2,31,2,34,2.5,2.928571,3.035714,2.714286,3.178571,4.6,15.0,30.0,14
Tuborg Pilsner Beer (Green / Grøn),Lager - European Pale,Tuborgs Bryggerier A/S,16,22,3,24,29,15,0,9,35,4,56,2.505747,2.890805,2.597701,2.563218,2.816092,4.6,18.0,25.0,87
Tuborg Premium Lager (Gold / Guld),Lager - European Pale,Tuborgs Bryggerier A/S,15,22,4,35,16,16,2,12,48,3,51,2.570312,3.050781,2.773438,2.667969,2.867188,5.0,18.0,25.0,128
Tucher Bajuvator Doppelbock,Bock - Doppelbock,Brauerei Tucher Brau,15,87,37,58,152,42,0,72,47,8,172,4.057377,4.032787,4.092896,4.169399,4.144809,7.2,17.0,27.0,183
Tucher Dunkles Hefe Weizen,Wheat Beer - Dunkelweizen,Brauerei Tucher Brau,17,54,14,10,48,37,0,61,6,35,87,3.751592,3.923567,3.671975,3.735669,3.843949,5.2,10.0,15.0,157
Tucher Helles Hefe Weizen,Wheat Beer - Hefeweizen,Brauerei Tucher Brau,13,36,6,3,18,31,1,52,6,33,38,3.738182,3.98,3.809091,3.847273,4.058182,5.35,10.0,15.0,275
Tucher Kristall Weizen,Wheat Beer - Kristallweizen,Brauerei Tucher Brau,19,42,5,9,29,23,0,52,12,31,52,3.585821,3.94403,3.69403,3.686567,3.932836,5.1,10.0,15.0,134
Tulach Leis,Sour - Flanders Red Ale,The Vermont Pub & Brewery,10,19,9,0,31,109,0,35,10,0,9,3.75,3.75,3.55,3.5,3.5,6.1,10.0,25.0,10
Turbodog,Brown Ale - English,Abita Brewing Co.,10,53,5,49,75,8,0,20,34,11,118,3.515964,3.836374,3.513113,3.645382,3.706956,5.6,15.0,25.0,877
Tuverbol,Lambic - Traditional,Café-Brouwerij Loterbol,33,43,40,19,48,157,0,91,30,15,24,4.163043,3.923913,3.847826,3.880435,3.836957,11.0,0.0,10.0,46
Tweason'ale,Fruit and Field Beer,Dogfish Head Brewery,3,18,5,4,52,35,0,55,3,0,36,3.916667,3.458333,3.5,3.833333,3.75,6.0,5.0,45.0,12
Twelve Days,Strong Ale - English,Hook Norton Brewery Co. Ltd.,18,68,22,38,83,24,0,41,35,13,102,3.814286,3.95,3.814286,3.885714,3.914286,5.5,40.0,60.0,70
Twilight Of The Idols,Porter - American,Hill Farmstead Brewery,21,94,20,88,54,12,0,14,38,83,111,4.27551,4.244898,4.255102,4.397959,4.367347,7.5,20.0,40.0,49
Twilight Summer Ale,Blonde Ale - American,Deschutes Brewery,28,37,8,62,48,79,0,82,102,17,100,3.573248,3.713376,3.63535,3.649682,3.904459,5.0,15.0,25.0,314
Twisted Kilt Scotch Ale,Scottish Ale,Thirsty Dog Brewing Company,19,55,18,23,85,37,1,32,31,11,122,3.617021,3.638298,3.606383,3.702128,3.882979,4.8,9.0,25.0,47
Two Jokers Double-Wit,Wheat Beer - Witbier,Boulevard Brewing Co.,22,50,18,25,58,157,3,116,55,67,64,4.003185,4.047771,4.0,4.070064,4.031847,8.0,10.0,20.0,157
Two Weeks Notice,Gruit / Ancient Herbed Ale,Moonlight Brewing Company,3,7,3,7,1,8,2,10,35,5,9,4.142857,3.5,3.714286,3.714286,3.785714,5.3,0.0,0.0,7
Two Women Lager,Lager - Helles,New Glarus Brewing Company,32,35,6,42,33,8,3,8,69,5,108,3.753333,4.016667,3.96,3.95,4.093333,5.0,18.0,25.0,150
U Fleku Dark Lager,Lager - European Dark,U Fleků Pivovaru a Restauraci,13,58,5,45,49,13,0,9,32,14,103,4.05,4.316667,4.216667,4.383333,4.516667,4.6,15.0,40.0,30
UFO Hefeweizen,Wheat Beer - American Pale,Harpoon Brewery,9,36,4,16,25,54,0,71,25,27,80,3.27371,3.578203,3.416805,3.352745,3.648087,4.8,10.0,35.0,601
UFO Pumpkin,Pumpkin Beer,Harpoon Brewery,9,37,8,15,43,18,5,90,27,75,59,3.703125,3.710938,3.5625,3.53125,3.570312,5.9,5.0,70.0,64
UFO Raspberry Hefeweizen,Fruit and Field Beer,Harpoon Brewery,19,28,10,3,122,54,1,119,10,2,33,3.736402,3.635983,3.508368,3.516736,3.587866,4.8,5.0,45.0,239
UFO White,Wheat Beer - Witbier,Harpoon Brewery,16,32,11,19,25,54,4,68,31,30,48,3.467857,3.542857,3.610714,3.603571,3.825,4.8,10.0,20.0,140
Uber Ursa Pils,Pilsner - Imperial,Atwater Block Brewery,8,20,13,50,28,13,1,17,69,3,46,3.375,3.8125,3.5625,3.5,3.5,6.8,30.0,65.0,8
Ubu Ale,Strong Ale - English,Lake Placid Craft Brewing Company,7,58,19,34,73,11,2,13,33,4,93,3.587121,3.886364,3.751894,3.789773,3.820076,7.0,40.0,60.0,264
Uff-da,Bock - Traditional,New Glarus Brewing Company,11,39,9,27,72,24,0,29,34,0,115,3.69967,3.882838,3.767327,3.864686,3.886139,6.7,20.0,30.0,303
Ugly Pug Black Lager,Lager - Schwarzbier,Rahr & Sons Brewing Company,14,53,4,40,55,2,1,1,26,8,75,3.53125,3.767361,3.493056,3.607639,3.725694,4.5,20.0,30.0,144
Umami,Wheat Beer - Wheatwine,The Livery,0,4,2,0,4,0,0,0,0,0,4,4.5,3.5,4.0,4.5,4.5,12.0,45.0,85.0,1
Uncle Rusty,Red Ale - Imperial,Columbus Brewing Company,17,55,22,127,97,79,0,126,151,8,90,4.3,4.1,4.1,4.4,4.2,9.3,55.0,85.0,10
Uncle Steve's Irish Stout,Stout - Irish Dry,Short's Brewing Company,19,100,8,77,44,5,0,2,24,17,122,3.779762,3.785714,3.571429,3.642857,3.732143,5.8,30.0,40.0,84
Uncle Teddy's Bitter,Bitter - English,Victory Brewing Company,12,83,5,58,44,24,1,25,85,32,88,3.848485,4.121212,4.136364,4.068182,4.469697,4.0,20.0,35.0,66
Undercover Investigation Shut-down Ale,Strong Ale - American,Lagunitas Brewing Company,11,33,29,56,65,33,0,44,70,6,59,3.950766,3.955142,3.90372,3.977024,3.908096,9.6,40.0,100.0,457
Underlig Jul,Herb and Spice Beer,Nøgne Ø - Det Kompromissløse Bryggeri A/S,14,51,24,44,60,21,0,32,81,178,92,4.139785,4.11828,3.903226,3.924731,3.736559,6.5,5.0,40.0,93
Undressed,Sour - Flanders Oud Bruin,Picobrouwerij Alvinne / Den Bierzolder,52,54,19,24,74,221,1,113,28,4,56,3.653846,3.846154,3.846154,3.884615,3.923077,6.9,20.0,25.0,13
Unearthly (Imperial India Pale Ale),IPA - Imperial,Southern Tier Brewing Company,17,46,23,61,64,51,1,74,100,10,50,4.120424,4.11368,4.078998,4.148844,4.01975,9.5,65.0,100.0,1038
Unertl Weissbier,Wheat Beer - Dunkelweizen,Unertl Weissbier GmbH,24,61,10,12,52,45,1,58,13,46,79,3.772727,3.818182,3.636364,3.818182,3.75,4.8,10.0,15.0,22
Unfiltered Double Barrel Ale,Pale Ale - English,Firestone Walker Brewing Co.,24,51,13,29,46,34,0,32,50,15,87,3.9375,4.0625,4.21875,4.3125,4.40625,5.0,20.0,40.0,32
Unfiltered Wheat,Wheat Beer - American Pale,Boulevard Brewing Co.,15,16,6,12,16,48,0,52,23,7,70,3.171429,3.430769,3.396703,3.349451,3.684615,4.4,10.0,35.0,455
Unobtanium Barrel-Aged Old Ale,Old Ale,Straight To Ale,17,48,94,16,115,34,1,76,16,38,123,3.833333,4.0,4.166667,4.5,4.333333,11.5,30.0,65.0,3
Up In Smoke Smoked Porter,Porter - Smoked,Fat Heads Brewery & Saloon,6,66,5,28,23,1,1,3,6,102,61,4.15,4.35,4.05,4.1,4.05,5.7,20.0,40.0,10
Ur-Bock Dunkel,Bock - Traditional,Einbecker Brauhaus AG,10,38,18,40,55,14,0,18,41,5,88,3.627219,3.816568,3.742604,3.757396,3.778107,6.5,20.0,30.0,169
Urban People's Common Lager,California Common / Steam Beer,Linden Street Brewery,9,14,1,16,11,10,1,10,33,3,12,3.833333,4.166667,4.166667,4.0,4.333333,5.5,35.0,45.0,3
Urbock 23°,Bock - Doppelbock,Brauerei Schloss Eggenberg,8,54,49,15,97,18,0,25,19,4,75,3.586957,3.461957,3.612319,3.612319,3.389493,9.6,17.0,27.0,276
Urthel Hop-ItDe Leyerth Brouwerijen (Urthel),IPA - Belgian,De Leyerth Brouwerijen (Urthel),14,39,29,73,64,55,0,71,85,18,34,3.91517,4.145709,3.944112,3.972056,3.91517,9.5,50.0,80.0,501
Urthel SamaranthDe Leyerth Brouwerijen (Urthel),Quadrupel (Quad),De Leyerth Brouwerijen (Urthel),11,60,53,26,138,34,0,79,16,18,76,3.918367,4.035714,4.005102,4.071429,3.954082,11.5,25.0,50.0,294
V-Twelve,Quadrupel (Quad),Victory Brewing Company,6,48,65,24,110,34,0,83,28,24,40,4.026316,4.007519,4.036654,4.104323,3.907895,12.0,25.0,50.0,532
Valdez,Stout - American,Pisgah Brewing Co.,18,86,12,130,57,11,1,3,27,10,173,4.272222,4.2,3.944444,4.236111,4.180556,6.2,35.0,60.0,180
Valeir Blond,Blonde Ale - Belgian,Brouwerij Contreras,22,34,10,37,89,76,1,71,52,26,72,3.875,3.875,3.825,3.925,3.975,6.5,15.0,30.0,20
Valeir Donker,Brown Ale - Belgian Dark,Brouwerij Contreras,12,54,6,19,94,29,0,58,16,10,48,4.0,4.272727,3.863636,3.863636,3.863636,6.5,15.0,25.0,11
Vanilla Java Porter (VJP),Porter - American,Atwater Block Brewery,4,45,11,68,34,1,0,1,17,59,109,3.225333,3.54,3.02,2.946667,2.954667,5.0,20.0,40.0,375
Vanilla Oatis,Stout - Oatmeal,Ninkasi Brewing Company,12,90,22,55,53,2,0,0,30,51,129,4.0625,4.125,3.9375,4.0625,4.125,7.0,20.0,40.0,8
Vanilla Porter,Porter - American,Breckenridge Brewery,4,39,12,24,37,3,0,12,18,47,50,3.485258,3.604423,3.45516,3.521499,3.431204,5.4,20.0,40.0,814
Vanilla Porter,Porter - English,Mill Street Brew Pub,3,76,11,34,45,10,0,10,24,51,72,3.3,3.85,3.5,3.1,3.2,5.0,20.0,30.0,10
Velvet Merkin,Stout - Oatmeal,Firestone Walker Brewing Co.,2,120,56,19,74,4,0,11,2,31,176,3.923567,3.934713,3.97293,4.057325,4.109873,7.8,20.0,40.0,314
Verboten,Pale Ale - Belgian,Weyerbacher Brewing Co.,19,47,19,43,65,71,0,77,53,47,37,3.797445,3.874088,3.84854,3.806569,3.833942,5.9,20.0,30.0,274
Verhaeghe Echte Kriek / Echte Kriekenbier,Sour - Flanders Red Ale,Brouwerij Verhaeghe,37,26,7,2,91,140,0,131,13,13,28,3.850543,3.904891,3.714674,3.828804,3.790761,6.8,10.0,25.0,184
Vermont Smoked Porter,Porter - Smoked,The Vermont Pub & Brewery,7,87,10,40,56,14,2,16,30,101,92,3.892857,3.964286,3.607143,3.857143,3.785714,5.9,20.0,40.0,28
Vernal,Wheat Beer - Wheatwine,Element Brewing Company,10,43,34,58,142,36,0,39,61,8,118,3.9,4.15,3.7,3.65,3.65,11.75,45.0,85.0,10
Very Bad Elf Special Reserve Ale,Pale Ale - English,Ridgeway Brewing,12,43,24,51,83,33,1,42,93,17,108,3.493333,3.623333,3.58,3.543333,3.563333,7.5,20.0,40.0,150
